Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Group stage,4,Thu,2019-11-07,20:00 (15:00),Wolves eng,2.2,1–0,0.4,sk Slovan Bratislava,29789,Molineux Stadium,Bas Nijhuis,Match Report,
Group stage,4,Thu,2019-11-07,20:00 (15:00),Manchester Utd eng,2.2,3–0,0.1,rs Partizan,62955,Old Trafford,Mattias Gestranius,Match Report,
Group stage,4,Thu,2019-11-07,20:00 (15:00),Rangers sco,0.4,2–0,0.6,pt Porto,49645,Ibrox Stadium,Davide Massa,Match Report,
Group stage,4,Thu,2019-11-07,21:00 (15:00),Feyenoord nl,1.2,1–1,1.8,ch Young Boys,45022,Stadion Feijenoord,Paweł Gil,Match Report,
Group stage,4,Thu,2019-11-07,21:00 (15:00),Ferencváros hu,1.0,0–0,1.7,ru CSKA Moscow,18153,Groupama Arena,Aleksandar Stavrev,Match Report,
Group stage,4,Thu,2019-11-07,21:00 (15:00),Wolfsburg de,1.6,1–3,0.4,be Gent,12000,Volkswagen Arena,Massimiliano Irrati,Match Report,
Group stage,4,Thu,2019-11-07,21:00 (15:00),M'Gladbach de,0.8,2–1,1.0,it Roma,44500,Stadion im Borussia-Park,Jesús Gil,Match Report,
Group stage,4,Thu,2019-11-07,21:00 (15:00),Wolfsberger AC at,0.9,0–3,2.8,tr Başakşehir,5286,Merkur Arena,Sandro Schärer,Match Report,
Group stage,4,Thu,2019-11-07,21:00 (15:00),Espanyol es,2.9,6–0,0.0,bg Ludogorets,13963,RCDE Stadium,François Letexier,Match Report,
Group stage,4,Thu,2019-11-07,22:00 (15:00),FC Oleksandriya ua,1.3,2–2,1.1,fr Saint-Étienne,6361,L'viv Arena,João Pinheiro,Match Report,
,,,,,,,,,,,,,,
Group stage,5,Thu,2019-11-28,18:50 (10:50),Trabzonspor tr,0.7,0–1,1.8,es Getafe,11465,Hüseyin Avni Aker Stadyumu,Andris Treimanis,Match Report,
Group stage,5,Thu,2019-11-28,18:50 (10:50),Krasnodar ru,2.1,1–0,0.5,ch Basel,22826,Krasnodar Stadium,Bobby Madden,Match Report,
Group stage,5,Thu,2019-11-28,21:50 (10:50),Astana FK kz,1.2,2–1,2.0,eng Manchester Utd,28949,Astana Arena,Donatas Rumšas,Match Report,
Group stage,5,Thu,2019-11-28,17:55 (12:55),Braga pt,1.0,3–3,1.4,eng Wolves,12058,Estádio Municipal de Braga,Aliaksei Kulbakou,Match Report,
Group stage,5,Thu,2019-11-28,18:55 (12:55),Feyenoord nl,1.5,2–2,0.5,sco Rangers,47500,Stadion Feijenoord,Damir Skomina,Match Report,
Group stage,5,Thu,2019-11-28,18:55 (12:55),Saint-Étienne fr,0.6,0–0,0.3,be Gent,25315,Stade Geoffroy-Guichard,Irfan Peljto,Match Report,
Group stage,5,Thu,2019-11-28,18:55 (12:55),Wolfsberger AC at,1.1,0–1,1.9,de M'Gladbach,12073,Merkur Arena,Serdar Gözübüyük,Match Report,
Group stage,5,Thu,2019-11-28,18:55 (12:55),Young Boys ch,0.6,1–2,2.1,pt Porto,31120,Stade de Suisse Wankdorf Bern,Tamás Bognár,Match Report,
Group stage,5,Thu,2019-11-28,18:55 (12:55),Ferencváros hu,2.7,2–2,1.3,es Espanyol,19111,Groupama Arena,Tiago Martins,Match Report,
Group stage,5,Thu,2019-11-28,18:55 (12:55),AZ Alkmaar nl,1.0,2–2,1.3,rs Partizan,9092,Cars Jeans Stadion,Daniel Stefański,Match Report,
Group stage,5,Thu,2019-11-28,19:55 (12:55),FC Oleksandriya ua,0.9,0–1,1.8,de Wolfsburg,7118,L'viv Arena,Manuel Schüttengruber,Match Report,
Group stage,5,Thu,2019-11-28,20:55 (12:55),Başakşehir tr,0.5,0–3,2.5,it Roma,12879,Başakşehir Fatih Terim Stadium,Ovidiu Hațegan,Match Report,
Group stage,5,Thu,2019-11-28,20:55 (12:55),CSKA Moscow ru,1.5,1–1,1.5,bg Ludogorets,12948,Stadion Feijenoord,Jakob Kehlet,Match Report,
Group stage,5,Thu,2019-11-28,20:55 (12:55),Beşiktaş tr,2.9,2–1,0.6,sk Slovan Bratislava,11526,Vodafone Arena,Enea Jorgji,Match Report,
Group stage,5,Thu,2019-11-28,20:00 (15:00),Sporting CP pt,1.9,4–0,0.9,nl PSV Eindhoven,30146,Estádio José Alvalade,Orel Grinfeeld,Match Report,
Group stage,5,Thu,2019-11-28,20:00 (15:00),Vitória pt,1.4,1–1,1.9,be Standard Liège,11221,Estádio Dom Afonso Henriques,Sergiy Boyko,Match Report,
Group stage,5,Thu,2019-11-28,20:00 (15:00),Celtic sco,0.7,3–1,1.2,fr Rennes,56172,Celtic Park,Espen Andreas Eskås,Match Report,
Group stage,5,Thu,2019-11-28,20:00 (15:00),Arsenal eng,1.7,1–2,0.6,de Eint Frankfurt,49419,Emirates Stadium,Ruddy Buquet,Match Report,
Group stage,5,Thu,2019-11-28,21:00 (15:00),Sevilla es,1.3,2–0,0.1,az Qarabağ Ağdam,19803,Estadio Ramón Sánchez Pizjuán,Mohammed Al Hakim,Match Report,
Group stage,5,Thu,2019-11-28,21:00 (15:00),Lugano ch,0.7,0–1,1.3,dk FC Copenhagen,1281,Kybunpark,Aleksey Eskov,Match Report,
Group stage,5,Thu,2019-11-28,21:00 (15:00),Rosenborg no,1.3,1–2,1.5,at LASK,5000,Lerkendal Stadion,Giorgi Kruashvili,Match Report,
Group stage,5,Thu,2019-11-28,21:00 (15:00),Lazio it,1.1,1–0,1.1,ro CFR Cluj,7604,Stadio Olimpico,Ali Palabıyık,Match Report,
Group stage,5,Thu,2019-11-28,21:00 (15:00),Malmö se,2.3,4–3,2.2,ua Dynamo Kyiv,19224,Swedbank Stadion,Pavel Královec,Match Report,
Group stage,5,Thu,2019-11-28,21:00 (15:00),F91 Dudelange lu,0.4,0–2,1.6,cy APOEL,2912,Stade Josy Barthel,Gianluca Rocchi,Match Report,
,,,,,,,,,,,,,,
Group stage,6,Thu,2019-12-12,18:55 (12:55),FC Copenhagen dk,0.4,0–1,0.6,se Malmö,32941,Telia Parken,Davide Massa,Match Report,
Group stage,6,Thu,2019-12-12,18:55 (12:55),PSV Eindhoven nl,0.5,1–1,0.4,no Rosenborg,24000,Philips Stadion,Vitaly Meshkov,Match Report,
Group stage,6,Thu,2019-12-12,18:55 (12:55),Rennes fr,1.5,2–0,0.3,it Lazio,25082,Roazhon Park,Srđan Jovanović,Match Report,
Group stage,6,Thu,2019-12-12,18:55 (12:55),LASK at,2.3,3–0,0.5,pt Sporting CP,14000,Linzer Stadion,William Collum,Match Report,
Group stage,6,Thu,2019-12-12,18:55 (12:55),Basel ch,2.2,2–0,0.6,tr Trabzonspor,17921,St. Jakob-Park,Aleksandar Stavrev,Match Report,
Group stage,6,Thu,2019-12-12,18:55 (12:55),Eint Frankfurt de,1.9,2–3,0.4,pt Vitória,47000,Commerzbank-Arena,Gediminas Mažeika,Match Report,
Group stage,6,Thu,2019-12-12,18:55 (12:55),Standard Liège be,0.5,2–2,1.4,eng Arsenal,21797,Stade Maurice Dufrasne,Andreas Ekberg,Match Report,
Group stage,6,Thu,2019-12-12,18:55 (12:55),Getafe es,1.5,3–0,0.3,ru Krasnodar,9389,Coliseum Alfonso Pérez,Daniel Siebert,Match Report,
Group stage,6,Thu,2019-12-12,19:55 (12:55),CFR Cluj ro,1.8,2–0,0.1,sco Celtic,12890,Stadionul Dr. Constantin Rădulescu,Halis Özkahya,Match Report,
Group stage,6,Thu,2019-12-12,19:55 (12:55),APOEL cy,1.0,1–0,1.3,es Sevilla,5608,Neo GSP,Nikola Dabanović,Match Report,
Group stage,6,Thu,2019-12-12,19:55 (12:55),Dynamo Kyiv ua,3.6,1–1,0.5,ch Lugano,15774,NSK Olimpijs'kyj,Əliyar Ağayev,Match Report,
Group stage,6,Thu,2019-12-12,21:55 (12:55),Qarabağ Ağdam az,2.1,1–1,0.4,lu F91 Dudelange,5823,Tofiq Bəhramov adına Respublika stadionu,Kristo Tohver,Match Report,
Group stage,6,Thu,2019-12-12,20:00 (15:00),Rangers sco,1.7,1–1,0.3,ch Young Boys,49015,Ibrox Stadium,Felix Brych,Match Report,
Group stage,6,Thu,2019-12-12,20:00 (15:00),Porto pt,2.0,3–2,1.1,nl Feyenoord,28507,Estádio Do Dragão,Deniz Aytekin,Match Report,
Group stage,6,Thu,2019-12-12,20:00 (15:00),Wolves eng,3.1,4–0,0.2,tr Beşiktaş,27866,Molineux Stadium,Andris Treimanis,Match Report,
Group stage,6,Thu,2019-12-12,20:00 (15:00),Manchester Utd eng,1.5,4–0,0.8,nl AZ Alkmaar,65773,Old Trafford,Sandro Schärer,Match Report,
Group stage,6,Thu,2019-12-12,21:00 (15:00),Partizan rs,2.2,4–1,1.0,kz Astana FK,8075,Stadion Partizana,Filip Glova,Match Report,
Group stage,6,Thu,2019-12-12,21:00 (15:00),Gent be,1.7,2–1,0.6,ua FC Oleksandriya,13156,GHELAMCO-arena,Radu Petrescu,Match Report,
Group stage,6,Thu,2019-12-12,21:00 (15:00),Wolfsburg de,1.4,1–0,0.5,fr Saint-Étienne,10802,Volkswagen Arena,Paul Tierney,Match Report,
Group stage,6,Thu,2019-12-12,21:00 (15:00),M'Gladbach de,3.0,1–2,1.3,tr Başakşehir,40046,Stadion im Borussia-Park,José Sánchez,Match Report,
Group stage,6,Thu,2019-12-12,21:00 (15:00),Slovan Bratislava sk,0.9,2–4,2.3,pt Braga,10856,Štadión Tehelné pole,Paweł Gil,Match Report,
Group stage,6,Thu,2019-12-12,21:00 (15:00),Espanyol es,1.3,0–1,1.1,ru CSKA Moscow,10615,RCDE Stadium,Kevin Blom,Match Report,
Group stage,6,Thu,2019-12-12,21:00 (15:00),Roma it,2.4,2–2,0.6,at Wolfsberger AC,21672,Stadio Olimpico,Craig Pawson,Match Report,
Group stage,6,Thu,2019-12-12,22:00 (15:00),Ludogorets bg,0.8,1–1,1.8,hu Ferencváros,5528,Ludogorets Arena,Matej Jug,Match Report,
,,,,,,,,,,,,,,
Round of 32,,Thu,2020-02-20,17:55 (12:55),Sporting CP pt,1.6,3–1,1.1,tr Başakşehir,27392,Estádio José Alvalade,Anthony Taylor,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,18:55 (12:55),Eint Frankfurt de,2.1,4–1,1.4,at RB Salzburg,47000,Commerzbank-Arena,Ali Palabıyık,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,18:55 (12:55),Getafe es,1.0,2–0,0.1,nl Ajax,14039,Coliseum Alfonso Pérez,Ruddy Buquet,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,18:55 (12:55),FC Copenhagen dk,1.5,1–1,2.0,sco Celtic,34346,Telia Parken,Sergey Karasev,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,18:55 (12:55),Club Brugge be,1.5,1–1,1.1,eng Manchester Utd,27006,Jan Breydelstadion,Aliaksei Kulbakou,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,19:55 (12:55),Shakhtar ua,0.9,2–1,1.0,pt Benfica,24429,NTB Metalist,Bobby Madden,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,19:55 (12:55),CFR Cluj ro,1.1,1–1,2.1,es Sevilla,14820,Stadionul Dr. Constantin Rădulescu,Deniz Aytekin,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,19:55 (12:55),Ludogorets bg,0.0,0–2,1.9,it Inter,10024,Ludogorets Arena,Carlos del Cerro,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,20:00 (15:00),Wolves eng,1.3,4–0,0.7,es Espanyol,30435,Molineux Stadium,Tobias Stieler,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,20:00 (15:00),Rangers sco,1.3,3–2,2.2,pt Braga,49378,Ibrox Stadium,Javier Estrada,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,21:00 (15:00),AZ Alkmaar nl,1.2,1–1,0.9,at LASK,12526,Cars Jeans Stadion,Mattias Gestranius,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,21:00 (15:00),Roma it,1.0,1–0,0.9,be Gent,28248,Stadio Olimpico,Georgi Kabakov,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,21:00 (15:00),Wolfsburg de,0.7,2–1,1.0,se Malmö,13801,Volkswagen Arena,Gediminas Mažeika,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,21:00 (15:00),Leverkusen de,2.7,2–1,1.0,pt Porto,26839,BayArena,Slavko Vinčič,Match Report,Leg 1 of 2
Round of 32,,Thu,2020-02-20,22:00 (15:00),APOEL cy,0.5,0–3,1.4,ch Basel,8191,Neo GSP,Orel Grinfeeld,Match Report,Leg 1 of 2
