HomeTeam,AwayTeam,FTHG,FTAG,is_group_stage
LASK,Man United,0.0,5.0,False
Başakşehir,FC Copenhagen,1.0,0.0,False
Rangers,Leverkusen,1.0,3.0,False
Wolfsburg,Shakhtar,1.0,2.0,False
Olympiacos,Wolves,1.0,1.0,False
Getafe,Inter,,,False
Roma,Sevilla,,,False
FC Copenhagen,Başakşehir,3.0,0.0,False
Shakhtar,Wolfsburg,3.0,0.0,False
Man United,LASK,2.0,1.0,False
Inter,Getafe,2.0,0.0,False
Sevilla,Roma,2.0,0.0,False
Leverkusen,Rangers,1.0,0.0,False
Wolves,Olympiacos,1.0,0.0,False
Basel,Eint Frankfurt,1.0,0.0,False
Inter,Leverkusen,2.0,1.0,False
Man United,FC Copenhagen,1.0,0.0,False
Wolves,Sevilla,0.0,1.0,False
Shakhtar,Basel,4.0,1.0,False
Sevilla,Man United,2.0,1.0,False
Inter,Shakhtar,5.0,0.0,False
Sevilla,Inter,3.0,2.0,False
