HomeTeam,AwayTeam,FTHG,FTAG,is_group_stage
FC Kbenhavn,Rubin Kazan,1,0,True
Rubin Kazan,FC Kbenhavn,1,0,True
Barcelona,Panathinaikos,5,1,True
Panathinaikos,Barcelona,0,3,True
Man United,Bursaspor,1,0,True
Bursaspor,Man United,0,3,True
Glasgow Rangers,Valencia,1,1,True
Valencia,Glasgow Rangers,3,0,True
Glasgow Rangers,Bursaspor,1,0,True
Bursaspor,Glasgow Rangers,1,1,True
Valencia,Man United,0,1,True
Man United,Valencia,1,1,True
Bursaspor,Valencia,0,4,True
Valencia,Bursaspor,6,1,True
Man United,Glasgow Rangers,0,0,True
Glasgow Rangers,Man United,0,1,True
Olympique Lyon,Benfica,2,0,True
Benfica,Olympique Lyon,4,3,True
Schalke 04,Hapoel Tel-Aviv,3,1,True
Hapoel Tel-Aviv,Schalke 04,0,0,True
Schalke 04,Benfica,2,0,True
Benfica,Schalke 04,1,2,True
Hapoel Tel-Aviv,Olympique Lyon,1,3,True
Olympique Lyon,Hapoel Tel-Aviv,2,2,True
Benfica,Hapoel Tel-Aviv,2,0,True
Hapoel Tel-Aviv,Benfica,3,0,True
Olympique Lyon,Schalke 04,1,0,True
Schalke 04,Olympique Lyon,3,0,True
FC Twente Enschede,Werder Bremen,1,1,True
Werder Bremen,FC Twente Enschede,0,2,True
Internazionale,Tottenham Hotspur,4,3,True
Tottenham Hotspur,Internazionale,3,1,True
Internazionale,Werder Bremen,4,0,True
Werder Bremen,Internazionale,3,0,True
Tottenham Hotspur,FC Twente Enschede,4,1,True
FC Twente Enschede,Tottenham Hotspur,3,3,True
Werder Bremen,Tottenham Hotspur,2,2,True
Tottenham Hotspur,Werder Bremen,3,0,True
FC Twente Enschede,Internazionale,2,2,True
Internazionale,FC Twente Enschede,1,0,True
FC Kbenhavn,Chelsea,0,2,False
Chelsea,FC Kbenhavn,0,0,False
Olympique Marseille,Man United,0,0,False
Man United,Olympique Marseille,2,1,False
Arsenal,Barcelona,2,1,False
Barcelona,Arsenal,3,1,False
Olympique Lyon,Real Madrid,1,1,False
Real Madrid,Olympique Lyon,3,0,False
Internazionale,Bayern Munich,0,1,False
Bayern Munich,Internazionale,2,3,False
Valencia,Schalke 04,1,1,False
Schalke 04,Valencia,3,1,False
AC Milan,Tottenham Hotspur,0,1,False
Tottenham Hotspur,AC Milan,0,0,False
Roma,Shakhtar Donetsk,2,3,False
Shakhtar Donetsk,Roma,3,0,False
Barcelona,Shakhtar Donetsk,5,1,False
Shakhtar Donetsk,Barcelona,0,1,False
Chelsea,Man United,0,1,False
Man United,Chelsea,2,1,False
Internazionale,Schalke 04,2,5,False
Schalke 04,Internazionale,2,1,False
Real Madrid,Tottenham Hotspur,4,0,False
Tottenham Hotspur,Real Madrid,0,1,False
Real Madrid,Barcelona,0,2,False
Barcelona,Real Madrid,1,1,False
Schalke 04,Man United,0,2,False
Man United,Schalke 04,4,1,False
Barcelona,Man United,3,1,False
